DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State
DB00114,Pyridoxal phosphate,approved; investigational; nutraceutical,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,C8H10NO6P,,"Alimentary Tract and Metabolism, Coenzymes, Dietary Supplements, Enzymes and Coenzymes, Food, Micronutrients, Physiological Phenomena, Picolines, Pyridines, Supplements, Vitamin B Complex, Vitamins"," Alanine--glyoxylate aminotransferase 2, mitochondrial,  Glutamate decarboxylase 1,  Cystathionine beta-synthase,  Kynureninase,  Serine hydroxymethyltransferase, cytosolic,  Cysteine desulfurase, mitochondrial,  Aspartate aminotransferase, cytoplasmic,  Ornithine aminotransferase, mitochondrial,  Ornithine decarboxylase, 10. Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial, 11. 4-aminobutyrate aminotransferase, mitochondrial, 12. Pyridoxine-5'-phosphate oxidase, 13. Sphingosine-1-phosphate lyase 1, 14. Tyrosine aminotransferase, 15. Kynurenine--oxoglutarate transaminase 1, 16. Glycogen phosphorylase, liver form, 17. Serine palmitoyltransferase 2, 18. Cysteine sulfinic acid decarboxylase, 19. Histidine decarboxylase, 20. Arginine decarboxylase, 21. L-serine dehydratase/L-threonine deaminase, 22. 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial, 23. Glycine dehydrogenase [decarboxylating], mitochondrial, 24. Alanine aminotransferase 1, 25. Phosphoserine aminotransferase, 26. 5-aminolevulinate synthase, nonspecific, mitochondrial, 27. Serine--pyruvate aminotransferase, 28. Pyridoxal phosphate phosphatase, 29. Serine palmitoyltransferase 1, 30. Cystathionine gamma-lyase, 31. Branched-chain-amino-acid aminotransferase, cytosolic, 32. Branched-chain-amino-acid aminotransferase, mitochondrial, 33. Proline synthase co-transcribed bacterial homolog protein, 34. Aspartate aminotransferase, mitochondrial, 35. Glycogen phosphorylase, brain form, 36. Glycogen phosphorylase, muscle form, 37. Aromatic-L-amino-acid decarboxylase, 38. Serine hydroxymethyltransferase, 39. Glutamate decarboxylase 2, 40. Kynurenine--oxoglutarate transaminase 3, 41. Glutamate decarboxylase-like protein 1, 42. Selenocysteine lyase, 43. Immunoglobulin superfamily member 10, 44. 5-phosphohydroxy-L-lysine phospho-lyase, 45. Serine hydroxymethyltransferase, mitochondrial, 46. 5-aminolevulinate synthase, erythroid-specific, mitochondrial, 47. Alanine aminotransferase 2, 48. Molybdenum cofactor sulfurase, 49. Serine dehydratase-like, 50. Serine racemase, 51. O-phosphoseryl-tRNA(Sec) selenium transferase, 52. Serine palmitoyltransferase 3, 53. Glutamic acid decarboxylase, 54. Aspartate aminotransferase (Protein Group)","DB00114, DB02209, DB01639, DB03629, DB02142, DB00147, DB02824, DB01993, DB04467, DB02783, DB04241, DB03433",
DB00115,Cyanocobalamin,approved; nutraceutical,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2,C63H88CoN14O14P,,"Antianemic Preparations, Blood and Blood Forming Organs, Corrinoids, Diet, Food, and Nutrition, Drugs that are Mainly Renally Excreted, Food, Growth Substances, Heterocyclic Compounds, Fused-Ring, Micronutrients, Vitamin B 12, biosynthesis, Vitamin B Complex, Vitamin B12 and Folic Acid, Vitamins"," Methionine synthase,  Methylmalonyl-CoA mutase, mitochondrial,  Methionine synthase reductase,  Methylmalonic aciduria type A protein, mitochondrial,  Methylmalonic aciduria and homocystinuria type C protein,  Methylenetetrahydrofolate reductase,  Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial,  Bifunctional adenosylcobalamin biosynthesis protein CobU,  Protein amnionless,  Transcobalamin-1,  Transcobalamin-2,  Gastric intrinsic factor,  Cubilin,  Low-density lipoprotein receptor-related protein 2,  Multidrug resistance-associated protein 1","DB00115, DB09387, DB14098, DB14092, DB00200, DB03614, DB11191, DB02667, DB05168, DB11467, DB03469, DB04803, DB09385, DB05735, DB03906, DB16186, DB03317, DB12674, DB02832, DB00361, DB13013, DB11641, DB02975, DB17385, DB15673, DB02949, DB12586, DB16312, DB02868, DB00615",
DB00116,Tetrahydrofolic acid,nutraceutical,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1,C19H23N7O6,,"Coenzymes, Dietary Supplements, Enzymes and Coenzymes, Folic Acid and Derivatives, Heterocyclic Compounds, Fused-Ring, Pteridines, Pterins, Supplements, Vitamin B Complex, Vitamins"," C-1-tetrahydrofolate synthase, cytoplasmic,  Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial,  Aminomethyltransferase, mitochondrial,  Cytosolic 10-formyltetrahydrofolate dehydrogenase,  Methionine synthase,  Formimidoyltransferase-cyclodeaminase,  Bifunctional purine biosynthesis protein PURH,  Serine hydroxymethyltransferase, cytosolic,  Serine hydroxymethyltransferase, mitochondrial, 10. Methylenetetrahydrofolate reductase, 11. Serine hydroxymethyltransferase, 12. Methionyl-tRNA formyltransferase, mitochondrial,  Canalicular multispecific organic anion transporter 1","DB00116, DB02031, DB04789, DB11256, DB00650, DB03256, DB11596, DB02067, DB12676, DB17113, DB02800, DB02358, DB02301",
DB00117,Histidine,investigational; nutraceutical,N[C@@H](CC1=CNC=N1)C(O)=O,C6H9N3O2,,"Amino Acids, Amino Acids, Cyclic, Amino Acids, Essential, Amino Acids, Peptides, and Proteins, Dietary Supplements, Proteinogenic Amino Acids, Supplements"," Histidine decarboxylase,  Histidine--tRNA ligase, cytoplasmic,  Sodium-coupled neutral amino acid transporter 3,  Histidine ammonia-lyase,  Monocarboxylate transporter 10","DB00117, DB18516, DB04151, DB03811, DB17614",
DB00118,Ademetionine,approved; investigational; nutraceutical,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,C15H22N6O5S,,"Alimentary Tract and Metabolism, Amino Acids, Amino Acids and Derivatives, Amino Acids, Peptides, and Proteins, Amino Acids, Sulfur, Cytochrome P-450 CYP2E1 Inhibitors, Cytochrome P-450 CYP2E1 Inhibitors (weak), Cytochrome P-450 Enzyme Inhibitors, Dietary Supplements, Heterocyclic Compounds, Fused-Ring, Nucleic Acids, Nucleotides, and Nucleosides, Nucleosides, Purine Nucleosides, Purines, Ribonucleosides, Sulfur Compounds, Supplements"," Catechol O-methyltransferase,  Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,  Arsenite methyltransferase,  Glycine N-methyltransferase,  S-adenosylmethionine decarboxylase proenzyme,  S-adenosylmethionine synthase isoform type-2,  Cystathionine beta-synthase,  S-adenosylmethionine synthase isoform type-1,  Spermidine synthase,  Cytochrome P450 2E1","DB00118, DB01752, DB02523, DB07052, DB02282, DB07413, DB02844, DB03716, DB00194, DB00640, DB03528, DB03423, DB01910, DB01073, DB04441, DB12156, DB03273, DB03458, DB16075, DB03011, DB07170, DB02162, DB02607, DB02916, DB04954, DB02933, DB01755, DB02684, DB03869, DB03355",
DB00119,Pyruvic acid,approved; investigational; nutraceutical,CC(=O)C(O)=O,C3H4O3,,"Dietary Supplements, Keto Acids, Pyruvates, Supplements"," Monocarboxylate transporter 4,  Monocarboxylate transporter 8,  Alanine--glyoxylate aminotransferase 2, mitochondrial,  Monocarboxylate transporter 6,  Pyruvate kinase PKLR,  Monocarboxylate transporter 7,  Monocarboxylate transporter 2,  Pyruvate dehydrogenase E1 component subunit beta, mitochondrial,  Pyruvate kinase PKM, 10. 4-aminobutyrate aminotransferase, mitochondrial, 11. Monocarboxylate transporter 5, 12. Monocarboxylate transporter 3, 13. Monocarboxylate transporter 1, 14. Pyruvate carboxylase, mitochondrial,  Monocarboxylate transporter 2,  Monocarboxylate transporter 1,  Monocarboxylate transporter 10,  Solute carrier organic anion transporter family member 2A1,  Monocarboxylate transporter 4","DB00119, DB02951, DB03589, DB04553",
DB00120,Phenylalanine,approved; investigational; nutraceutical,N[C@@H](CC1=CC=CC=C1)C(O)=O,C9H11NO2,,"Amino Acids, Amino Acids, Aromatic, Amino Acids, Cyclic, Amino Acids, Essential, Amino Acids, Peptides, and Proteins, Dietary Supplements, Immunosuppressive Agents, Myelosuppressive Agents, Proteinogenic Amino Acids, Supplements"," Tyrosine aminotransferase,  Large neutral amino acids transporter small subunit 2,  Phenylalanine--tRNA ligase alpha subunit,  Phenylalanine-4-hydroxylase,  Phenylalanine--tRNA ligase, mitochondrial,  Phenylalanine--tRNA ligase beta subunit,  Tyrosine 3-monooxygenase,  Monocarboxylate transporter 10","DB00120, DB02556, DB06838, DB02685, DB01766, DB00135, DB03839, DB04639, DB07365, DB03660, DB04713, DB17137, DB04484, DB08617, DB02024, DB00765, DB08371, DB16306, DB03400, DB03552, DB13455, DB07910, DB04292, DB07673",
DB00121,Biotin,approved; investigational; nutraceutical,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,C10H16N2O3S,,"Alimentary Tract and Metabolism, Coenzymes, Diet, Food, and Nutrition, Dietary Supplements, Enzymes and Coenzymes, Food, Growth Substances, Imidazoles, Micronutrients, Physiological Phenomena, Supplements, Vitamin B Complex, Vitamins"," Propionyl-CoA carboxylase beta chain, mitochondrial,  Biotin--protein ligase,  Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial,  Acetyl-CoA carboxylase 2,  Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial,  Pyruvate carboxylase, mitochondrial,  Propionyl-CoA carboxylase alpha chain, mitochondrial,  Acetyl-CoA carboxylase 1,  Cytochrome P450 1B1,  Sodium-dependent multivitamin transporter,  Sodium-coupled monocarboxylate transporter 1","DB00121, DB04650, DB03112, DB02674, DB07497, DB03139",
DB00122,Choline,approved; nutraceutical,C[N+](C)(C)CCO,C5H14NO,,"Alcohols, Amines, Amino Alcohols, Analgesics, Antimetabolites, Central Nervous System Agents, Dietary Supplements, Ethanolamines, Gastrointestinal Agents, Hypolipidemic Agents, Lipid Regulating Agents, Lipotropic Agents, Nervous System, Nootropic Agents, OCT1 inhibitors, OCT1 substrates, OCT2 Inhibitors, OCT2 Substrates, Onium Compounds, Other Nutritional Agents, Quaternary Ammonium Compounds, Salicylic Acid and Derivatives, Supplements, Trimethyl Ammonium Compounds, Vitamin B Complex, Vitamins"," Neuronal acetylcholine receptor subunit alpha-7,  Choline-phosphate cytidylyltransferase B,  Acetylcholinesterase,  Choline-phosphate cytidylyltransferase A,  Phospholipase D2,  Cholinesterase,  Phospholipase D1,  Phosphoethanolamine/phosphocholine phosphatase,  Choline/ethanolaminephosphotransferase 1,  Choline/ethanolamine kinase,  Choline O-acetyltransferase,  Choline kinase alpha,  Choline dehydrogenase, mitochondrial,  Solute carrier family 22 member 2,  Solute carrier family 22 member 1,  Solute carrier family 22 member 3,  Solute carrier family 22 member 5,  Solute carrier family 22 member 4,  Choline transporter-like protein 1,  Choline transporter-like protein 4,  Choline transporter-like protein 2,  Choline transporter-like protein 3, 10. High affinity choline transporter 1","DB00122, DB09563, DB12628, DB13352, DB09277, DB13747",
DB00123,Lysine,approved; nutraceutical,NCCCC[C@H](N)C(O)=O,C6H14N2O2,,"Amino Acids, Amino Acids, Basic, Amino Acids, Diamino, Amino Acids, Essential, Amino Acids, Peptides, and Proteins, Blood and Blood Forming Organs, Blood Substitutes and Perfusion Solutions, Detoxifying Agents for Antineoplastic Treatment, Dietary Supplements, I.V. Solution Additives, Lysine, Proteinogenic Amino Acids, Supplements"," High affinity cationic amino acid transporter 1,  Cationic amino acid transporter 4,  Cationic amino acid transporter 3,  Low affinity cationic amino acid transporter 2,  Lysine--tRNA ligase,  Monocarboxylate transporter 10,  Solute carrier family 22 member 4","DB00123, DB03252, DB03590, DB03134, DB04419, DB15458, DB01714, DB02233, DB03412, DB04486, DB03362, DB03977, DB02571, DB00513, DB04185, DB04620, DB01715, DB04296, DB03774, DB04388",
DB00125,Arginine,investigational; nutraceutical,N[C@@H](CCCNC(N)=N)C(O)=O,C6H14N4O2,,"Acids, Acyclic, Amino Acids, Amino Acids, Basic, Amino Acids, Diamino, Amino Acids, Peptides, and Proteins, Arginine, Blood and Blood Forming Organs, Blood Substitutes and Perfusion Solutions, Detoxifying Agents for Antineoplastic Treatment, Dietary Supplements, Fatty Acids, Fatty Acids, Volatile, I.V. Solution Additives, Lipids, Pituitary Function, Proteinogenic Amino Acids, Supplements"," Cationic amino acid transporter 3,  Arginine decarboxylase,  Argininosuccinate lyase,  Nitric oxide synthase, inducible,  High affinity cationic amino acid transporter 1,  Arginase-2, mitochondrial,  Cationic amino acid transporter 4,  Argininosuccinate synthase,  Nitric oxide synthase, endothelial,  Solute carrier family 22 member 5,  Monocarboxylate transporter 10,  Solute carrier family 22 member 4","DB00125, DB04027, DB11815, DB03144, DB02302, DB13207, DB15993, DB02644, DB03305, DB04223, DB03974, DB03953",
DB00126,Ascorbic acid,approved; nutraceutical,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,C6H8O6,,"Acids, Acyclic, Alimentary Tract and Metabolism, Antioxidants, Biological Factors, Carbohydrates, Compounds used in a research, industrial, or household setting, Diet, Food, and Nutrition, Food, Gastrointestinal Acidifying Agents, Genito Urinary System and Sex Hormones, Growth Substances, Gynecological Antiinfectives and Antiseptics, Hydroxy Acids, Micronutrients, Ophthalmologicals, Organic Acids, Physiological Phenomena, Protective Agents, Sensory Organs, Sugar Acids, Urinary Acidifying Agents, Vitamin C and analogues, Vitamins"," Hyaluronate lyase,  DNA,  Xylose isomerase,  Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2,  Phytanoyl-CoA dioxygenase, peroxisomal,  Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3,  Gamma-butyrobetaine dioxygenase,  Dopamine beta-hydroxylase,  Peptidyl-glycine alpha-amidating monooxygenase, 10. Prolyl 3-hydroxylase 1, 11. Prolyl 3-hydroxylase 2, 12. Prolyl 3-hydroxylase 3, 13. Prolyl 4-hydroxylase subunit alpha-1, 14. 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1, 15. 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2, 16. Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2, 17. Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3, 18. Lysine-specific demethylase 5D, 19. Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1, 20. Trimethyllysine dioxygenase, mitochondrial, 21. Transmembrane prolyl 4-hydroxylase, 22. Egl nine homolog 1, 23. Egl nine homolog 2, 24. Egl nine homolog 3,  Thioredoxin reductase 1, cytoplasmic,  Serum albumin,  Solute carrier family 23 member 1,  Solute carrier family 23 member 2,  Solute carrier family 2, facilitated glucose transporter member 1,  Solute carrier family 2, facilitated glucose transporter member 3,  Solute carrier family 2, facilitated glucose transporter member 4","DB00126, DB14483, DB14490, DB14482, DB14484, DB14485, DB14486",
DB00127,Spermine,experimental; nutraceutical,NCCCNCCCCNCCCN,C10H26N4,,"Amines, Biogenic Amines, Biogenic Polyamines, Dietary Supplements, OCT1 substrates, Polyamines, Supplements"," Spermine synthase,  Spermine oxidase,  DNA,  Ornithine decarboxylase,  Extracellular calcium-sensing receptor,  Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  Diamine acetyltransferase 1,  Diamine acetyltransferase 2,  Xanthine dehydrogenase/oxidase,  Solute carrier family 22 member 4,  Solute carrier family 22 member 1","DB00127, DB03566, DB13011",
DB00128,Aspartic acid,approved; nutraceutical,N[C@@H](CC(O)=O)C(O)=O,C4H7NO4,,"Amino Acids, Amino Acids, Acidic, Amino Acids, Dicarboxylic, Amino Acids, Peptides, and Proteins, Dietary Supplements, Excitatory Amino Acids, Proteinogenic Amino Acids, Supplements"," Adenylosuccinate Synthetases (Protein Group),  Calcium-binding mitochondrial carrier protein Aralar2,  Aspartate aminotransferase, cytoplasmic,  Aspartoacylase,  Asparagine synthetase [glutamine-hydrolyzing],  Argininosuccinate synthase,  Aminoacylase-1,  Aspartate aminotransferase, mitochondrial,  Aspartate--tRNA ligase, cytoplasmic, 10. Calcium-binding mitochondrial carrier protein Aralar1, 11. Aspartyl/asparaginyl beta-hydroxylase, 12. Multifunctional protein ADE2, 13. Adenylosuccinate synthetase isozyme 2, 14. Excitatory amino acid transporter 3, 15. Aspartate--tRNA ligase, mitochondrial, 16. Isoaspartyl peptidase/L-asparaginase, 17. Ribonuclease pancreatic, 18. Lysozyme C,  CAD protein,  Monocarboxylate transporter 10","DB00128, DB02655, DB13220, DB13359, DB15819, DB15998, DB16006, DB16619, DB04193, DB04498, DB04313, DB04538, DB04802, DB04804, DB03640, DB02821, DB04454",
DB00129,Ornithine,approved; nutraceutical,NCCC[C@H](N)C(O)=O,C5H12N2O2,,"Alimentary Tract and Metabolism, Amino Acids, Amino Acids, Basic, Amino Acids, Diamino, Amino Acids, Peptides, and Proteins, Bile and Liver Therapy, Dietary Supplements, Liver Therapy, Liver Therapy, Lipotropics, Oligopeptides, Peptides, Supplements"," Ornithine aminotransferase, mitochondrial,  Ornithine carbamoyltransferase, mitochondrial,  Arginase-1,  Ornithine decarboxylase antizyme 1,  High affinity cationic amino acid transporter 1,  Low affinity cationic amino acid transporter 2,  Mitochondrial ornithine transporter 2,  Arginase-2, mitochondrial,  Mitochondrial ornithine transporter 1, 10. Glycine amidinotransferase, mitochondrial","DB00129, DB04185, DB02068, DB03774, DB04388, DB00167, DB01739, DB03105, DB04419, DB15458, DB00130, DB02174, DB00149, DB01746, DB02233, DB02571, DB03412, DB04063, DB04454, DB00142, DB02517",
DB00130,L-Glutamine,approved; investigational; nutraceutical,N[C@@H](CCC(N)=O)C(O)=O,C5H10N2O3,,"Alimentary Tract and Metabolism, Amino Acids, Amino Acids and Derivatives, Amino Acids, Basic, Amino Acids, Diamino, Amino Acids, Neutral, Amino Acids, Peptides, and Proteins, Dietary Supplements, Glutamine, Proteinogenic Amino Acids, Supplements"," CTP synthase 1,  Amidophosphoribosyltransferase,  Glutamine synthetase,  Coagulation factor XIII A chain,  Glutaminase kidney isoform, mitochondrial,  Glutaminase liver isoform, mitochondrial,  Protein-glutamine gamma-glutamyltransferase 2,  Protein-glutamine gamma-glutamyltransferase 5,  Protein-glutamine gamma-glutamyltransferase 6,  Protein-glutamine gamma-glutamyltransferase K,  Protein-glutamine gamma-glutamyltransferase 4,  Protein-glutamine gamma-glutamyltransferase E, 10. Protein-glutamine gamma-glutamyltransferase Z, 11. GMP synthase [glutamine-hydrolyzing], 12. Asparagine synthetase [glutamine-hydrolyzing], 13. Kynurenine--oxoglutarate transaminase 1, 14. Phosphoribosylformylglycinamidine synthase, 15. Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial, 16. Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2, 17. CAD protein, 18. Glutamine--tRNA ligase, 19. Glutamine-dependent NAD(+) synthetase,  Sodium-coupled neutral amino acid transporter 1,  Sodium-coupled neutral amino acid transporter 2,  Sodium-coupled neutral amino acid transporter 3,  Neutral amino acid transporter B(0),  Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),  Y+L amino acid transporter 1,  Y+L amino acid transporter 2,  Large neutral amino acids transporter small subunit 1,  Large neutral amino acids transporter small subunit 2, 10. B(0,+)-type amino acid transporter 1, 11. Monocarboxylate transporter 10","DB00130, DB02174, DB03473, DB02446, DB03091, DB00129, DB12444, DB03774, DB04388",
DB00131,Adenosine phosphate,approved; investigational; nutraceutical; withdrawn,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,C10H14N5O7P,,"Adenine Nucleotides, Dietary Supplements, Heterocyclic Compounds, Fused-Ring, Nucleic Acids, Nucleotides, and Nucleosides, Nucleotides, Purine Nucleotides, Purines, Ribonucleotides, Supplements"," 5'-AMP-activated protein kinase (Protein Group),  Adenosine kinase,  5'-AMP-activated protein kinase subunit beta-1,  Acetyl-coenzyme A synthetase, cytoplasmic,  5'-AMP-activated protein kinase catalytic subunit alpha-1,  Adenylate cyclase type 1,  Long-chain-fatty-acid--CoA ligase 1,  Cyclic AMP-responsive element-binding protein 1,  DNA, 10. cAMP-specific 3',5'-cyclic phosphodiesterase 4B, 11. Glycogen phosphorylase, liver form, 12. Histidine triad nucleotide-binding protein 1, 13. cAMP-specific 3',5'-cyclic phosphodiesterase 4D, 14. Fructose-1,6-bisphosphatase 1,  AMP deaminase 1,  Adenine phosphoribosyltransferase","DB00131, DB03230, DB01812, DB16833, DB03708, DB02527, DB02098, DB02694, DB00171, DB01690, DB01842, DB02798, DB01717, DB02738, DB02902, DB03349, DB02930, DB01895, DB02059, DB07205, DB03726, DB02363, DB02454, DB04554, DB01860, DB01790, DB03148, DB03222, DB03909, DB04395",
DB00132,alpha-Linolenic acid,approved; investigational; nutraceutical,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,C18H30O2,,"Dietary Fats, Dietary Fats, Unsaturated, Dietary Supplements, Fats, Fatty Acids, Fatty Acids, Essential, Fatty Acids, Omega-3, Fatty Acids, Unsaturated, Linolenic Acids, Lipids, Supplements"," Fatty acid desaturase 1,  Fatty acid desaturase 2,  Transient receptor potential cation channel subfamily V member 1,  Peroxisome proliferator-activated receptor alpha,  Bile acid receptor,  Peroxisome proliferator-activated receptor delta,  Peroxisome proliferator-activated receptor gamma,  Retinoic acid receptor RXR-alpha,  Elongation of very long chain fatty acids protein 2, 10. Elongation of very long chain fatty acids protein 5, 11. Sodium/calcium exchanger 1,  Fatty acid-binding protein, brain","DB00132, DB00154, DB14104, DB13854, DB04224, DB04257, DB04801, DB14073, DB16027, DB04557, DB06689, DB16949, DB00159, DB04746, DB11117, DB14088, DB15678, DB18213",
DB00133,Serine,investigational; nutraceutical,N[C@@H](CO)C(O)=O,C3H7NO3,,"Amino Acids, Amino Acids, Neutral, Amino Acids, Peptides, and Proteins, Dietary Supplements, Proteinogenic Amino Acids, Supplements"," Cystathionine beta-synthase,  L-serine dehydratase/L-threonine deaminase,  Serine racemase,  Serine palmitoyltransferase 2,  Serine palmitoyltransferase 1,  Serine--tRNA ligase, cytoplasmic,  Serine--pyruvate aminotransferase,  Monocarboxylate transporter 10","DB00133, DB03929, DB02289, DB00160, DB01786, DB02952, DB00156, DB03700, DB03320, DB04454",
DB00134,Methionine,approved; nutraceutical,CSCC[C@H](N)C(O)=O,C5H11NO2S,,"Amino Acids, Amino Acids, Essential, Amino Acids, Neutral, Amino Acids, Peptides, and Proteins, Amino Acids, Sulfur, Antidotes, Dietary Supplements, Proteinogenic Amino Acids, Sulfur Compounds, Supplements"," Methionine synthase reductase,  Methionine synthase,  Methionine aminopeptidase 2,  Betaine--homocysteine S-methyltransferase 1,  S-methylmethionine--homocysteine S-methyltransferase BHMT2,  S-adenosylmethionine synthase isoform type-2,  Methionine-R-sulfoxide reductase B2, mitochondrial,  S-adenosylmethionine synthase isoform type-1,  Methionine-R-sulfoxide reductase B1,  Mitochondrial peptide methionine sulfoxide reductase,  Methionine--tRNA ligase, cytoplasmic,  Methionine--tRNA ligase, mitochondrial,  Methionine adenosyltransferase 2 subunit beta,  S-methylmethionine--homocysteine S-methyltransferase BHMT2, 10. Glutamine synthetase, 11. Methylenetetrahydrofolate reductase,  Monocarboxylate transporter 10","DB00134, DB02893, DB13972, DB17147, DB13250, DB04422, DB02235, DB02467, DB03816, DB03799, DB04464",
DB00135,Tyrosine,approved; investigational; nutraceutical,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,C9H11NO3,,"Amino Acids, Amino Acids, Aromatic, Amino Acids, Cyclic, Amino Acids, Peptides, and Proteins, Dietary Supplements, Proteinogenic Amino Acids, Supplements"," Tyrosine 3-monooxygenase,  Tyrosine--tRNA ligase, mitochondrial,  Tyrosine--tRNA ligase, cytoplasmic,  Tyrosine aminotransferase,  Monocarboxylate transporter 8,  Monocarboxylate transporter 10","DB00135, DB03839, DB00765, DB16306, DB03978, DB00120, DB02556, DB15296, DB01235, DB03552, DB03897, DB15405, DB00968, DB13313, DB02685, DB06838, DB03380, DB01758, DB04436, DB01962, DB09352, DB03374, DB06535, DB01766, DB11102, DB00190, DB07637, DB04639, DB06262, DB07365",
DB00136,Calcitriol,approved; nutraceutical,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,C27H44O3,,"Alimentary Tract and Metabolism, Antipsoriatics, Antipsoriatics for Topical Use, Bone Density Conservation Agents, Calcium-Regulating Hormones and Agents, Cholestanes, Cholestenes, Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Diet, Food, and Nutrition, Food, Fused-Ring Compounds, Growth Substances, Lipids, Membrane Lipids, Membrane Transport Modulators, Micronutrients, Misc. Skin and Mucous Membrane Agents, Physiological Phenomena, Secosteroids, Steroids, Sterols, Vitamin D and Analogues, Vitamins, Vitamins (Fat Soluble)"," Vitamin D3 receptor,  Homeobox protein Hox-A10,  1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial,  Cytochrome P450 3A4,  Vitamin D-binding protein","DB00136, DB15557, DB13689, DB01436, DB13097, DB06410, DB00146, DB04258, DB00169, DB18029, DB18406, DB00153, DB04891, DB06117, DB02300, DB03451, DB06272, DB00910, DB01070, DB04038, DB05295, DB08742",
DB00137,Lutein,approved; investigational; nutraceutical,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,C40H56O2,,"Alkenes, Biological Factors, Carotenoids, Cyclohexanes, Cyclohexenes, Cycloparaffins, Dietary Supplements, Hydrocarbons, Acyclic, Pigments, Biological, Polyenes, Supplements, Terpenes, Xanthophylls", Serum albumin,"DB00137, DB11176, DB15914, DB02253, DB02300, DB06117",
DB00138,Cystine,approved; nutraceutical,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,C6H12N2O4S2,,"Amino Acids, Amino Acids, Diamino, Amino Acids, Dicarboxylic, Amino Acids, Peptides, and Proteins, Amino Acids, Sulfur, Anions, Cysteine, Dietary Supplements, Disulfides, Electrolytes, Hydrogen Sulfide, Ions, Sulfides, Sulfur Compounds, Supplements"," Cystine/glutamate transporter,  Cystinosin,  Monocarboxylate transporter 10,  B(0,+)-type amino acid transporter 1,  Neutral and basic amino acid transport protein rBAT","DB00138, DB02361, DB04530, DB03654",
