DrugBank ID,Name,Drug Groups,SMILES,Formula,Doping,Drug Categories,Target_Names,Similar Structure,State
DB01458,"2,5-Dimethoxy-4-(n)-propylthiophenethylamine",experimental; illicit,CCCSC1=CC(OC)=C(CCN)C=C1OC,C13H21NO2S,1,,,"DB01458, DB13940",Not Available
DB01463,Fencamfamin,experimental; illicit; withdrawn,CCNC1C2CCC(C2)C1C1=CC=CC=C1,C15H21N,1,"Bridged-Ring Compounds, Central Nervous System Agents, Central Nervous System Depressants, Central Nervous System Stimulants, Centrally Acting Sympathomimetics, Nervous System, Psychoanaleptics, Psychostimulants, Agents Used for ADHD and Nootropics, Psychotropic Drugs, Tranquilizing Agents", Sodium-dependent dopamine transporter,"DB01463, DB08071, DB16848",Solid
DB15984,Clostebol acetate,experimental,[H][C@@]12CC[C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,C21H29ClO3,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB15984, DB13958, DB01420, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB00603, DB11440, DB01521, DB08308, DB08619, DB01395, DB06789, DB14677, DB13185, DB13640, DB12499, DB14583, DB14678, DB06780, DB01134, DB02329, DB14539, DB08547, DB15903, DB14540",State information not found
DB01466,Ethylmorphine,experimental; illicit,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C19H23NO3,1,"Alkaloids, Analgesics, Antitussive Agents, Central Nervous System Agents, Central Nervous System Depressants, Cough and Cold Preparations, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Morphinans, Morphine Derivatives, Narcotics, Ophthalmologicals, Opiate Alkaloids, Opioids, Opium Alkaloids and Derivatives, Peripheral Nervous System Agents, Phenanthrenes, Respiratory System Agents, Sensory Organs, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome"," Mu-type opioid receptor,  Cytochrome P450 2B6,  Cytochrome P450 3A4,  Cytochrome P450 2D6,  NADPH--cytochrome P450 reductase","DB01466, DB00318, DB01477, DB00295, DB09209, DB01573, DB11490, DB01568, DB01480, DB01497, DB01469, DB01452, DB01551, DB15341, DB06409, DB01565, DB01512, DB16072, DB00844, DB16117, DB14146, DB13454, DB00921, DB01450, DB01548, DB06230, DB09049, DB00497, DB13458, DB01538",Solid
DB15988,Ephedrine levulinate,experimental,CN[C@@H](C)[C@H](OC(=O)CCC(C)=O)C1=CC=CC=C1,C15H21NO3,1,,,DB15988,State information not found
DB01470,alpha-methylthiofentanyl,illicit,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CS1)C1=CC=CC=C1,C21H28N2OS,1,,,"DB01470, DB09180, DB01439, DB09170, DB00708, DB01557, DB01532, DB00813, DB09173, DB01571, DB09171",Not Available
DB01471,Bolasterone,experimental; illicit,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](C)CC2=CC(=O)CC[C@]12C,C21H32O2,1,"Anabolic Agents, Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089",Not Available
DB12915,Corticorelin acetate,investigational,,,1,,,,State information not found
DB06622,7-beta-Hydroxyepiandrosterone,investigational,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C,C19H30O3,1,,,"DB06622, DB00858, DB02854, DB02901, DB05087, DB07447, DB11859, DB12308, DB12972, DB13587, DB11371, DB02817, DB08956, DB16260, DB01586, DB02659, DB05990, DB06777, DB03619, DB11789, DB11622, DB18044",State information not found
DB15999,Prednisolone caproate,experimental,[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C27H38O6,1,,,"DB15999, DB14632, DB14633, DB14644, DB15566, DB14643, DB14541, DB14625, DB14646, DB14545, DB01130, DB14640, DB14649, DB14544, DB14543, DB14540, DB14539, DB14637, DB14657, DB14538, DB00394, DB15821, DB14221, DB05288, DB15777, DB01410, DB14634, DB12499, DB14639, DB00860",State information not found
DB16001,Testosterone decanoate,experimental,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C29H46O3,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01420, DB13958, DB08308, DB08619, DB01395, DB06789, DB14677, DB13185, DB14678, DB13640, DB00603, DB11440, DB02329, DB12499, DB08547, DB01134, DB15984, DB14544, DB06780, DB14540, DB14583, DB14639, DB14543",State information not found
DB01481,1-Testosterone,experimental; illicit; investigational,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,C19H28O2,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone and derivatives, Testosterone Congeners", Androgen receptor,"DB01481, DB01572, DB13710, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13230, DB14570, DB00253, DB18000, DB14584, DB01451, DB04652, DB00367, DB00717, DB09389, DB04630, DB00741, DB01485, DB01500, DB01540",Not Available
DB16002,Testosterone isocaproate,experimental,[H][C@@]12CC[C@H](OC(=O)CCC(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C25H38O3,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01420, DB13958, DB08308, DB08619, DB01395, DB06789, DB14677, DB13185, DB14678, DB13640, DB00603, DB11440, DB02329, DB12499, DB08547, DB01134, DB15984, DB14544, DB06780, DB14540, DB14583, DB14639, DB14543",State information not found
DB16003,Testosterone phenylpropionate,experimental,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C28H36O3,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB00984, DB16003, DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01420, DB08308, DB08619, DB13958, DB01395, DB14678, DB06789, DB14677, DB12499, DB00603, DB11440, DB13185, DB02329, DB13640, DB08547, DB01134, DB14540, DB14544, DB15984, DB14543",State information not found
DB01485,4-Hydroxytestosterone,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C,C19H28O3,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Steroids, Testosterone and derivatives, Testosterone Congeners",,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481",Not Available
DB01486,Cathine,experimental; illicit,C[C@H](N)[C@@H](O)C1=CC=CC=C1,C9H13NO,1,"Alcohols, Alimentary Tract and Metabolism, Amines, Amino Alcohols, Anti-Obesity Agents, Antiobesity Preparations, Excl. Diet Products, Appetite Depressants, Centrally Acting Antiobesity Products, Propanolamines, Propanols",,"DB00397, DB01486, DB00852, DB01364, DB14752, DB11278, DB11587, DB04484, DB00610, DB11610, DB00182, DB01576",Not Available
DB08804,Nandrolone decanoate,approved; illicit,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C28H44O3,1,"Anabolic Agents, Androgens, Bone Density Conservation Agents, Estranes, Estrenes, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Monoamine Oxidase A Inhibitors for interaction with Monoamine Oxidase A substrates, Nandrolone and esters, Steroids, Testosterone Congeners, Thyroxine-binding globulin inhibitors, UGT1A1 Substrates, UGT1A3 substrates, UGT1A4 substrates, UGT2B7 substrates"," Androgen receptor,  Proto-oncogene c-Fos,  5-hydroxytryptamine 2 receptor (Protein Group),  5-hydroxytryptamine receptor 1B,  Insulin-like growth factor 1 receptor,  Dopamine receptor (Protein Group),  Cytochrome P450 19A1,  Amine oxidase [flavin-containing] B,  Amine oxidase [flavin-containing] A,  UDP-glucuronosyltransferase 2B7,  UDP-glucuronosyltransferase 1-4,  UDP-glucuronosyltransferase 2B4,  UDP-glucuronosyltransferase 1-3,  UDP-glucuronosyltransferase 1-1,  UDP-glucuronosyltransferase 1-10,  Sex hormone-binding globulin","DB08804, DB13943, DB13944, DB13946, DB16001, DB16002, DB16141, DB01420, DB13958, DB08308, DB08619, DB01395, DB06789, DB14677, DB13185, DB14678, DB13640, DB00603, DB11440, DB02329, DB12499, DB08547, DB01134, DB15984, DB14544, DB06780, DB14540, DB14583, DB14639, DB14543",Solid
DB06645,Anamorelin,investigational,CN(C)N(C)C(=O)[C@@]1(CC2=CC=CC=C2)CCCN(C1)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)C(C)(C)N,C31H42N6O3,1,"Amino Acids, Peptides, and Proteins, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Peptide Hormones, Peptides",,"DB06645, DB14777, DB12054, DB18527, DB12748, DB06610, DB00027, DB17938, DB16146, DB18252, DB16013, DB11628, DB12777, DB02255, DB15272, DB14806, DB00183, DB04894, DB13074, DB12292, DB11975, DB14786, DB09099, DB11724, DB17503, DB18169, DB06791, DB12678, DB08489, DB08493",State information not found
DB08807,Bopindolol,experimental,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,C23H28N2O3,1,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-Antagonists, Agents causing hyperkalemia, Alcohols, Amines, Amino Alcohols, Beta Blocking Agents, Non-Selective, Bradycardia-Causing Agents, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 Substrates, Neurotransmitter Agents, Phenoxypropanolamines, Propanolamines, Propanols"," Beta-1 adrenergic receptor,  Beta-2 adrenergic receptor,  5-hydroxytryptamine receptor 1A,  5-hydroxytryptamine receptor 1B,  Beta-3 adrenergic receptor,  Cytochrome P450 2D6","DB08807, DB13530",Solid
DB01493,Ethylestrenol,withdrawn,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C20H32O,1,"Alimentary Tract and Metabolism, Anabolic Agents, Anabolic Agents for Systemic Use, Anabolic Steroids, Estren Derivatives, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Norpregnanes, Norpregnenes, Norsteroids, Steroids",,"DB01493, DB01431, DB03696, DB12474, DB04704, DB01474, DB01526, DB01554, DB01455, DB01524, DB04540, DB04705, DB14038, DB01889, DB01503, DB00304, DB14555, DB14152, DB12622, DB13866, DB00624, DB01471, DB01543, DB01564, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533",Not Available
DB12948,Didox,investigational,ONC(=O)C1=CC(O)=C(O)C=C1,C7H7NO4,1,"Amines, Antineoplastic Agents, Enzyme Inhibitors, Hydroxy Acids, Hydroxylamines, Ribonucleotide Reductases, antagonists & inhibitors",,"DB12948, DB04476",State information not found
DB01500,Oxabolone,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C(O)=C3CC[C@@]21[H],C18H26O3,1,,,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481",Not Available
DB06666,Lixivaptan,investigational,CC1=CC=C(F)C=C1C(=O)NC1=CC=C(C(=O)N2CC3=CC=CN3CC3=C2C=CC=C3)C(Cl)=C1,C27H21ClFN3O2,1,"Acids, Carbocyclic, Amides, Benzazepines, Benzene Derivatives, Benzoates, Heterocyclic Compounds, Fused-Ring",,DB06666,State information not found
DB12952,Methylprednisone,approved; investigational,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,C22H28O5,1,"Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A4 Substrates (strength unknown), Cytochrome P-450 Substrates", Cytochrome P450 3A4,"DB00635, DB09383, DB12952, DB00860, DB00959, DB00896, DB15970, DB14681, DB13208, DB14625, DB14646, DB01541, DB13586, DB15114, DB12081, DB07373, DB12194, DB01569, DB13158, DB13230, DB14570, DB00547",State information not found
DB01503,1-Androstenediol,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)C=C[C@]12C,C19H30O2,1,,,"DB01503, DB01474, DB01526, DB01554, DB13866, DB04706, DB01493, DB06257, DB01431, DB03696, DB01889, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038",Not Available
DB01509,Tenamfetamine,experimental; illicit,CC(N)CC1=CC2=C(OCO2)C=C1,C10H13NO2,1,"Adrenergic Agents, Adrenergic Uptake Inhibitors, Agents producing tachycardia, Agents that produce hypertension, Amines, Amphetamines, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Ethylamines, Hallucinogens, Membrane Transport Modulators, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, Phenethylamines, Psychotropic Drugs, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators, Sympathomimetics",,"DB01509, DB01454, DB01566, DB06112, DB01442, DB12809, DB01516, DB09253, DB14129, DB06814",Not Available
DB01510,Dehydrochloromethyltestosterone,experimental; illicit,,,1,Testosterone and derivatives,,,Not Available
DB01514,Furazabol,illicit,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NON=C3C[C@]12C,C20H30N2O2,1,"Androstanes, Fused-Ring Compounds, Steroids",,DB01514,Solid
DB01521,Clostebol,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,C19H27ClO2,1,"Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB01521, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB15984, DB13710, DB13230, DB14570, DB14584, DB18000, DB04652, DB00253, DB00367, DB00717, DB09389, DB04630, DB01481, DB01572, DB00741, DB01500, DB01540",Not Available
DB01524,Androstenediol,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C19H30O2,1,"Anabolic Agents, Androstanes, Androstenediols, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone Congeners",,"DB01455, DB01524, DB04704, DB04540, DB04705, DB14038, DB03696, DB01431, DB04706, DB02789, DB06257, DB01708, DB01493, DB14555, DB13797, DB01474, DB01526, DB01554, DB05212, DB12474, DB01503, DB01889, DB13866",Solid
DB01526,4-Androstenediol,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@@H](O)CC[C@]12C,C19H30O2,1,,,"DB01474, DB01526, DB01554, DB01503, DB13866, DB04706, DB06257, DB01493, DB03696, DB01431, DB04704, DB01455, DB01524, DB04540, DB04705, DB14038, DB05212, DB12474, DB13315, DB02789, DB14555, DB01708",Not Available
DB06701,Dexmethylphenidate,approved; investigational,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,C14H19NO2,1,"Agents that produce hypertension, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Central Nervous System Stimulants, Central Nervous System Stimulation, Centrally Acting Sympathomimetics, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Dopamine Agents, Dopamine Uptake Inhibitors, Membrane Transport Modulators, Methylphenidate and isomer, Nervous System, Neurotransmitter Agents, Neurotransmitter Uptake Inhibitors, Phenylacetates, Piperidines, Psychoanaleptics, Psychostimulants, Agents Used for ADHD and Nootropics, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin Agents, Serotonin Modulators"," Sodium-dependent dopamine transporter,  Sodium-dependent noradrenaline transporter,  Sodium-dependent serotonin transporter,  Carboxylesterase","DB00422, DB06701",Solid
DB01529,Dextromoramide,experimental; illicit,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,C25H32N2O2,1,"Analgesics, Central Nervous System Agents, Central Nervous System Depressants, Diphenylpropylamine Derivatives, Morpholines, Narcotics, Nervous System, Opioids, Oxazines, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome",,"DB01529, DB00561, DB13759",Solid
DB01531,Desomorphine,experimental; illicit,[H][C@@]12CCC[C@@]3([H])[C@@]4([H])CC5=CC=C(O)C(O1)=C5[C@@]23CCN4C,C17H21NO2,1,"Alkaloids, Analgesics, Central Nervous System Agents, Central Nervous System Depressants, Heterocyclic Compounds, Fused-Ring, Illicit Drugs, Morphinans, Morphine Derivatives, Narcotics, Opiate Alkaloids, Opioids, Peripheral Nervous System Agents, Phenanthrenes, Sensory System Agents, Street Drugs",,"DB01531, DB01565, DB01551, DB00327, DB00921, DB01450, DB01548, DB00956, DB01512, DB16072, DB00844, DB06230, DB01538, DB00704, DB01192, DB06800, DB00497, DB14146, DB01183, DB04509, DB09049, DB16117, DB15341, DB13471, DB00295, DB01480, DB01497, DB00318, DB01477, DB01466",Download(9.57 KB)
DB01532,α-Methylacetylfentanyl,illicit,CC(CC1=CC=CC=C1)N1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,C22H28N2O,1,,,"DB01532, DB01557, DB00813, DB09173, DB01571, DB09171, DB09178, DB01453, DB09177, DB09169, DB01570, DB13653, DB09179, DB01470, DB09182, DB09180, DB09168, DB01439",Not Available
DB06706,Isometheptene,approved,CNC(C)CCC=C(C)C,C9H19N,1,"Adrenergic Agonists, Adrenergic alpha-1 Receptor Agonists, Adrenergic alpha-Agonists, Agents producing tachycardia, Agents that produce hypertension, Alimentary Tract and Metabolism, Amines, Drugs for Functional Gastrointestinal Disorders, Methemoglobinemia Associated Agents"," Alpha-1A adrenergic receptor,  Synaptic vesicular amine transporter","DB06706, DB16136",Solid
DB01536,Androstenedione,experimental; illicit,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C19H26O2,1,"17-Ketosteroids, Adrenal Cortex Hormones, Androstanes, Androstenes, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Ketosteroids, Steroids, Testosterone Congeners"," Estradiol 17-beta-dehydrogenase 1,  3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,  6-deoxyerythronolide B hydroxylase,  Aldo-keto reductase family 1 member C3,  Cytochrome P450 3A4,  Aldo-keto reductase family 1 member C3","DB00396, DB01434, DB01536, DB01451, DB13391, DB15977, DB13710, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB01443, DB01456, DB08905, DB00253, DB18000, DB14584, DB04652, DB07373, DB12194",Download(11.2 KB)
DB01537,"4-Bromo-2,5-dimethoxyphenethylamine",experimental; illicit,COC1=CC(Br)=C(OC)C=C1CCN,C10H14BrNO2,1,"Adrenergic Agents, Adrenergic Agonists, Adrenergic alpha-1 Receptor Agonists, Adrenergic alpha-Agonists, Amines, Antidepressive Agents, Central Nervous System Depressants, Ethylamines, Neurotransmitter Agents, Phenethylamines, Serotonin Agents"," 5-hydroxytryptamine receptor 2C,  5-hydroxytryptamine receptor 2A","DB01537, DB01484",Not Available
DB06710,Methyltestosterone,approved,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C20H30O2,1,"3-Oxoandrosten (4) Derivatives, Anabolic Agents, Androgens, Androgens and Estrogens, Androstanes, Androstenes, Androstenols, Antineoplastic Agents, Antineoplastic Agents, Hormonal, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Fused-Ring Compounds, Genito Urinary System and Sex Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, OAT3/SLC22A8 Inducers, Sex Hormones and Modulators of the Genital System, Steroids, Testosterone Congeners, Thyroxine-binding globulin inhibitors"," Androgen receptor,  Estrogen receptor alpha,  Cytochrome P450 2B6,  Cytochrome P450 3A4,  Cytochrome P450 19A1,  Serum albumin,  Sex hormone-binding globulin,  Solute carrier organic anion transporter family member 1A2,  Solute carrier family 22 member 8","DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089",Solid
DB01540,17alpha-methyl-4-hydroxynandrolone,illicit,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C(O)=C3CC[C@@]21[H],C19H28O3,1,,,"DB01485, DB01500, DB01540, DB08905, DB13230, DB14570, DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB04652, DB14584, DB00253, DB18000, DB04630, DB00741, DB13185, DB00367, DB00717, DB09389, DB01481",Not Available
DB01541,Boldenone,illicit; vet_approved,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C19H26O2,1,"Anabolic Agents, Androstanes, Androstenes, Androstenols, Fused-Ring Compounds, Gonadal Hormones, Gonadal Steroid Hormones, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Testosterone and derivatives, Testosterone Congeners", Androgen receptor,"DB01541, DB13586, DB00896, DB01569, DB00860, DB00959, DB00635, DB09383, DB12952, DB07373, DB12194, DB13208, DB14639, DB15114",Solid
DB06714,Propylhexedrine,approved,CNC(C)CC1CCCCC1,C10H21N,1,"Adrenergic Agonists, Adrenergic alpha-Agonists, Amines"," Synaptic vesicular amine transporter,  Trace amine-associated receptor 1","DB06714, DB08999, DB00657, DB11807, DB01074, DB00915, DB01043, DB04926",Solid
DB01543,18-methyl-19-nortestosterone,experimental; illicit,[H][C@@]12CC[C@H](O)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C19H28O2,1,Testosterone and derivatives,,"DB00624, DB01471, DB01543, DB01564, DB05830, DB06710, DB07768, DB11429, DB12787, DB13169, DB13533, DB14093, DB13710, DB13230, DB14570, DB01481, DB01572, DB00253, DB18000, DB00367, DB00717, DB09389, DB14584, DB04652, DB01485, DB01500, DB01540, DB04630, DB00741, DB13089",Not Available
DB06718,Stanozolol,approved; vet_approved,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,C21H32N2O,1,"Alimentary Tract and Metabolism, Anabolic Agents, Anabolic Agents for Systemic Use, Anabolic Steroids, Androgens, Androstan Derivatives, Androstanes, Androstanols, Fused-Ring Compounds, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Steroids, Thyroxine-binding globulin inhibitors", Androgen receptor,DB06718,Solid
DB06719,Buserelin,approved; investigational,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1,C60H86N16O13,1,"Adrenal Cortex Hormones, Amino Acids, Peptides, and Proteins, Antineoplastic Agents, Antineoplastic and Immunomodulating Agents, Endocrine Therapy, Fertility Agents, Fertility Agents, Female, Gonadotropin-releasing hormone agonist, Hormones, Hormones and Related Agents, Hormones, Hormone Substitutes, and Hormone Antagonists, Hyperglycemia-Associated Agents, Hypothalamic Hormones, Miscellaneous Therapeutic Agents, Nerve Tissue Proteins, Neuropeptides, Oligopeptides, Peptide Hormones, Peptides, Pituitary Hormone-Releasing Hormones, Potential QTc-Prolonging Agents, Proteins, QTc Prolonging Agents, Reproductive Control Agents"," Lutropin-choriogonadotropic hormone receptor,  Gonadotropin-releasing hormone receptor,  Cytochrome P450 19A1","DB06719, DB00007, DB06825, DB11510, DB00666, DB18169, DB04931, DB00644, DB00014, DB14027, DB05479, DB15314, DB15194, DB01284, DB13298, DB15687, DB13928, DB06788, DB14803, DB11724, DB15272, DB14786, DB13742, DB11720, DB16146, DB12199, DB15366, DB15636, DB11700, DB17938",Liquid
